"user_id","firstname","lastname","gender","iteminsession","session_id","length","level","location","artist","song"
"49","Chloe","Cuevas","F","15","636","229.22404","paid","San Francisco-Oakland-Hayward, CA","Incubus","Pardon Me"
"80","Tegan","Levine","F","9","620","235.91138","paid","Portland-South Portland, ME","Edwyn Collins","A Girl Like You"
"49","Chloe","Cuevas","F","16","636","182.62159","paid","San Francisco-Oakland-Hayward, CA","Joshua Radin","The Fear You Won't Fall"
"49","Chloe","Cuevas","F","17","636","116.89751","paid","San Francisco-Oakland-Hayward, CA","Bon Iver","Team"
"49","Chloe","Cuevas","F","18","636","170.34404","paid","San Francisco-Oakland-Hayward, CA","Nipsey Hussle","Its Hard Out Here"
"80","Tegan","Levine","F","11","620","331.15383","paid","Portland-South Portland, ME","Bebo & Cigala","Lagrimas Negras"
"80","Tegan","Levine","F","12","620","201.79546","paid","Portland-South Portland, ME","Kings Of Leon","Revelry"
"80","Tegan","Levine","F","13","620","223.9473","paid","Portland-South Portland, ME","Amy Winehouse","Love Is A Losing Game"
"80","Tegan","Levine","F","14","620","219.66322","paid","Portland-South Portland, ME","Florence + The Machine","Dog Days Are Over (Radio Edit)"
"80","Tegan","Levine","F","15","620","552.98567","paid","Portland-South Portland, ME","Devin Townsend","Tiny Tears"
"80","Tegan","Levine","F","16","620","244.81914","paid","Portland-South Portland, ME","Camera Obscura","Number One Song"
"80","Tegan","Levine","F","17","620","95.26812","paid","Portland-South Portland, ME","Keyshia Cole","Same Thing"
"80","Tegan","Levine","F","18","620","247.66649","paid","Portland-South Portland, ME","Red Hot Chili Peppers","Tell Me Baby (Album Version)"
"49","Chloe","Cuevas","F","20","636","219.66322","paid","San Francisco-Oakland-Hayward, CA","Florence + The Machine","Dog Days Are Over (Radio Edit)"
"49","Chloe","Cuevas","F","21","636","169.03791","paid","San Francisco-Oakland-Hayward, CA","Lit","My Own Worst Enemy"
"80","Tegan","Levine","F","19","620","393.50812","paid","Portland-South Portland, ME","Avenged Sevenfold","Dear God (Album Version)"
"49","Chloe","Cuevas","F","22","636","655.77751","paid","San Francisco-Oakland-Hayward, CA","Harmonia","Sehr kosmisch"
"80","Tegan","Levine","F","20","620","241.162","paid","Portland-South Portland, ME","Blue October","Calling You"
"80","Tegan","Levine","F","21","620","287.52934","paid","Portland-South Portland, ME","Bone Thugs-N-Harmony / Akon","I Tried"
"49","Chloe","Cuevas","F","23","636","222.37995","paid","San Francisco-Oakland-Hayward, CA","Training For Utopia","Two Hands"
"80","Tegan","Levine","F","22","620","455.8624","paid","Portland-South Portland, ME","Delerium","Drama"
"49","Chloe","Cuevas","F","24","636","156.21179","paid","San Francisco-Oakland-Hayward, CA","The Meters","Do The Dirt (Album Version)"
"49","Chloe","Cuevas","F","25","636","655.77751","paid","San Francisco-Oakland-Hayward, CA","Harmonia","Sehr kosmisch"
"80","Tegan","Levine","F","23","620","233.89995","paid","Portland-South Portland, ME","Macy Gray","Slowly"
"80","Tegan","Levine","F","24","620","230.60853","paid","Portland-South Portland, ME","Alice In Chains","God Smack"
"32","Lily","Burns","F","0","625","169.82159","free","New York-Newark-Jersey City, NY-NJ-PA","Dungeon Elite","Give It Up For Me You Us!"
"80","Tegan","Levine","F","25","620","216.60689","paid","Portland-South Portland, ME","Angels Of Light & Akron/Family","Oceanside"
"32","Lily","Burns","F","1","625","167.91465","free","New York-Newark-Jersey City, NY-NJ-PA","Krisiun","In League With Satan"
"80","Tegan","Levine","F","26","620","275.51302","paid","Portland-South Portland, ME","Band Of Horses","Cigarettes_ Wedding Bands (Album)"
"32","Lily","Burns","F","2","625","238.78485","free","New York-Newark-Jersey City, NY-NJ-PA","The Notorious B.I.G.","The What"
"80","Tegan","Levine","F","27","620","266.86649","paid","Portland-South Portland, ME","Foolish Things","Who Can Compare"
"80","Tegan","Levine","F","28","620","278.64771","paid","Portland-South Portland, ME","The Strokes","On The Other Side"
"101","Jayden","Fox","M","0","604","465.05751","free","New Orleans-Metairie, LA","Chick Corea & Hiromi","Windows"
"80","Tegan","Levine","F","29","620","494.99383","paid","Portland-South Portland, ME","Linkin Park","Bleed It Out [Live At Milton Keynes]"
"101","Jayden","Fox","M","1","604","89.28608","free","New Orleans-Metairie, LA","DJ Shadow","Transmission 2"
"80","Tegan","Levine","F","30","620","147.04281","paid","Portland-South Portland, ME","Fleet Foxes","White Winter Hymnal"
"101","Jayden","Fox","M","2","604","201.27302","free","New Orleans-Metairie, LA","Jonas Brothers","Games"
"80","Tegan","Levine","F","31","620","464.92689","paid","Portland-South Portland, ME","Guns N' Roses","Civil War"
"80","Tegan","Levine","F","32","620","486.81751","paid","Portland-South Portland, ME","!!!","Bend Over Beethoven"
"80","Tegan","Levine","F","33","620","239.82975","paid","Portland-South Portland, ME","Spice Girls","Who Do You Think You Are"
"80","Tegan","Levine","F","34","620","263.8624","paid","Portland-South Portland, ME","Los LÃÂ¡tigos","Luces Sensacional"
"80","Tegan","Levine","F","35","620","368.77016","paid","Portland-South Portland, ME","Willie Colon/Hector Lavoe","Triste Y Vacia"
"83","Stefany","White","F","0","533","240.90077","free","Lubbock, TX","Mike Jones","Mr. Jones (Explicit Version)"
"80","Tegan","Levine","F","36","620","239.04608","paid","Portland-South Portland, ME","Place Vendome","Place Vendome"
"80","Tegan","Levine","F","37","620","189.3873","paid","Portland-South Portland, ME","Camera Obscura","Alaska"
"80","Tegan","Levine","F","38","620","175.12444","paid","Portland-South Portland, ME","Cage The Elephant","Ain't No Rest For The Wicked (Original Version)"
"80","Tegan","Levine","F","39","620","271.38567","paid","Portland-South Portland, ME","Foo Fighters","The Pretender"
"80","Tegan","Levine","F","40","620","156.47302","paid","Portland-South Portland, ME","The Notting Hillbillies","Bewildered"
"80","Tegan","Levine","F","41","620","209.50159","paid","Portland-South Portland, ME","Muse","Supermassive Black Hole (Twilight Soundtrack Version)"
"80","Tegan","Levine","F","42","620","230.81751","paid","Portland-South Portland, ME","Owl City","Umbrella Beach"
"80","Tegan","Levine","F","43","620","496.63955","paid","Portland-South Portland, ME","Ray Barretto","Canto Abacua"
"80","Tegan","Levine","F","44","620","235.93751","paid","Portland-South Portland, ME","The Fray","Over My Head (Cable Car)"
"80","Tegan","Levine","F","45","620","53.86404","paid","Portland-South Portland, ME","Rokia TraorÃÂ©","SonoritÃÂ©s"
"80","Tegan","Levine","F","46","620","195.3171","paid","Portland-South Portland, ME","Les MisÃÂ©rables - 10th Anniversary Concert","Castle On A Cloud"
"80","Tegan","Levine","F","47","620","216.24118","paid","Portland-South Portland, ME","Usher","Making Love (Into The Night)"
"80","Tegan","Levine","F","48","620","233.74322","paid","Portland-South Portland, ME","3 Doors Down","Kryptonite"
"80","Tegan","Levine","F","49","620","245.18485","paid","Portland-South Portland, ME","The Pussycat Dolls","When I Grow Up"
"80","Tegan","Levine","F","50","620","275.22567","paid","Portland-South Portland, ME","Ryan Adams & The Cardinals","Dear John"
"80","Tegan","Levine","F","51","620","225.90649","paid","Portland-South Portland, ME","Michael BublÃÂ©","Home (Album Version)"
"80","Tegan","Levine","F","52","620","223.18975","paid","Portland-South Portland, ME","Denison Witmer","Forgiven"
"80","Tegan","Levine","F","53","620","245.96853","paid","Portland-South Portland, ME","Matt Pond PA","If You Want Blood"
"80","Tegan","Levine","F","54","620","211.59138","paid","Portland-South Portland, ME","Twista featuring Pharrell Williams","Give It Up (feat. Pharrell Williams) (Amended Album Version)"
"80","Tegan","Levine","F","55","620","186.20036","paid","Portland-South Portland, ME","Frankie Avalon","You Are Mine"
"85","Kinsley","Young","F","1","436","134.47791","paid","Red Bluff, CA","Frumpies","Fuck Kitty"
"80","Tegan","Levine","F","57","620","303.15057","paid","Portland-South Portland, ME","Cyberfit","Pojo Pojo"
"85","Kinsley","Young","F","2","436","185.67791","paid","Red Bluff, CA","Sheena Easton","For Your Eyes Only"
"85","Kinsley","Young","F","3","436","173.66159","paid","Red Bluff, CA","Arctic Monkeys","Still Take You Home"
"80","Tegan","Levine","F","58","620","368.92689","paid","Portland-South Portland, ME","Bob Dylan","Like A Rolling Stone"
"85","Kinsley","Young","F","4","436","284.05506","paid","Red Bluff, CA","Justin Timberlake","Let's Take A Ride"
"80","Tegan","Levine","F","59","620","228.5971","paid","Portland-South Portland, ME","Shinedown","Begin Again (Album Version)"
"85","Kinsley","Young","F","5","436","307.51302","paid","Red Bluff, CA","Coldplay","Clocks"
"85","Kinsley","Young","F","6","436","239.43791","paid","Red Bluff, CA","Kat DeLuna","Como Un SueÃÂ±o (Am I Dreaming)"
"85","Kinsley","Young","F","7","436","212.29669","paid","Red Bluff, CA","Todd Rundgren","Lord Chancellor's Nightmare Song"
"85","Kinsley","Young","F","8","436","297.56036","paid","Red Bluff, CA","Eminem / Dr. Dre / 50 Cent","Crack A Bottle"
"85","Kinsley","Young","F","9","436","205.60934","paid","Red Bluff, CA","La Roux","Bulletproof"
"85","Kinsley","Young","F","10","436","235.36281","paid","Red Bluff, CA","Aerosmith","Pink"
"85","Kinsley","Young","F","11","436","166.5824","paid","Red Bluff, CA","Colleen","Your Heart On Your Sleeve"
"85","Kinsley","Young","F","12","436","222.82404","paid","Red Bluff, CA","Nickelback","Should've Listened (Album Version)"
"69","Anabelle","Simpson","F","0","465","396.82567","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Daft Punk","Da Funk / Dadftendirekt"
"85","Kinsley","Young","F","14","436","195.94404","paid","Red Bluff, CA","Alliance Ethnik","SinceritÃÂ© Et Jalousie"
"85","Kinsley","Young","F","15","436","178.72934","paid","Red Bluff, CA","Beirut","St. Apollonia"
"85","Kinsley","Young","F","16","436","183.69261","paid","Red Bluff, CA","Live","I Walk The Line"
"85","Kinsley","Young","F","17","436","243.722","paid","Red Bluff, CA","Greg Giraldo","Monkeypox / Osama / Bird Flu (Good Day To Cross A River)"
"85","Kinsley","Young","F","18","436","471.74485","paid","Red Bluff, CA","Hercules And Love Affair","Blind (Frankie Knuckles Remix)"
"85","Kinsley","Young","F","19","436","189.28281","paid","Red Bluff, CA","Junction 18","Lost In Adeline"
"50","Ava","Robinson","F","1","623","179.59138","free","New Haven-Milford, CT","Plain White T S","Anything"
"85","Kinsley","Young","F","20","436","269.00853","paid","Red Bluff, CA","A Day To Remember","You Had Me At Hello"
"50","Ava","Robinson","F","2","623","186.69669","free","New Haven-Milford, CT","K. Sparks featuring Dave Barz","My Block"
"50","Ava","Robinson","F","3","623","217.39057","free","New Haven-Milford, CT","Aretha Franklin","You're All I Need To Get By"
"85","Kinsley","Young","F","22","436","304.84853","paid","Red Bluff, CA","Muse","Uprising"
"50","Ava","Robinson","F","4","623","312.63302","free","New Haven-Milford, CT","The Wallflowers","One Headlight"
"85","Kinsley","Young","F","23","436","237.97506","paid","Red Bluff, CA","OneRepublic","All The Right Moves"
"85","Kinsley","Young","F","24","436","209.29261","paid","Red Bluff, CA","Van Halen","Panama (Remastered Album Version)"
"85","Kinsley","Young","F","25","436","286.32771","paid","Red Bluff, CA","Rihanna / will.i.am","Photographs"
"85","Kinsley","Young","F","26","436","219.66322","paid","Red Bluff, CA","Florence + The Machine","Dog Days Are Over (Radio Edit)"
"85","Kinsley","Young","F","27","436","391.54893","paid","Red Bluff, CA","M83","Carresses"
"85","Kinsley","Young","F","28","436","233.482","paid","Red Bluff, CA","Danilo Montero","El es el Rey"
"85","Kinsley","Young","F","29","436","341.78567","paid","Red Bluff, CA","The Who","Eminence Front"
"85","Kinsley","Young","F","30","436","150.41261","paid","Red Bluff, CA","Ruben Gonzalez","Nuestra Cancion"
"61","Samuel","Gonzalez","M","0","610","512.96608","free","Houston-The Woodlands-Sugar Land, TX","Psychic Ills","I Knew My Name"
"85","Kinsley","Young","F","31","436","271.93424","paid","Red Bluff, CA","Lighthouse Family","Lifted"
"85","Kinsley","Young","F","32","436","162.87302","paid","Red Bluff, CA","The Ordinary Boys","Boys Will Be Boys"
"85","Kinsley","Young","F","33","436","142.31465","paid","Red Bluff, CA","Phil Phillips","Sea Of Love"
"85","Kinsley","Young","F","34","436","263.88853","paid","Red Bluff, CA","Miike Snow","Animal"
"77","Magdalene","Herman","F","1","244","142.10567","free","Dallas-Fort Worth-Arlington, TX","Booka Shade","No Difference"
"85","Kinsley","Young","F","35","436","359.8624","paid","Red Bluff, CA","Arma Blanca","R-Evolucion (con La Odysea y Nach) (La Mision)"
"26","Ryan","Smith","M","0","644","290.71628","free","San Jose-Sunnyvale-Santa Clara, CA","Santana","Daughter Of The Night"
"8","Kaylee","Summers","F","0","532","209.37098","free","Phoenix-Mesa-Scottsdale, AZ","Kirk Franklin & The Family","Blessing In The Storm"
"8","Kaylee","Summers","F","1","532","314.5922","free","Phoenix-Mesa-Scottsdale, AZ","Be Bop Deluxe","Axe Victim"
"85","Kinsley","Young","F","36","436","224.91383","paid","Red Bluff, CA","Geri Halliwell","Bag It Up"
"85","Kinsley","Young","F","37","436","156.94322","paid","Red Bluff, CA","Scissor Sisters","Intermission"
"8","Kaylee","Summers","F","2","532","262.71302","free","Phoenix-Mesa-Scottsdale, AZ","Paramore","Brick By Boring Brick [Acoustic Version]"
"26","Ryan","Smith","M","1","657","254.17098","free","San Jose-Sunnyvale-Santa Clara, CA","Rufus Wainwright","Waiting For A Dream"
"76","Jayden","Duffy","F","0","640","233.16853","free","Seattle-Tacoma-Bellevue, WA","Joy Division","Shadowplay"
"76","Jayden","Duffy","F","1","640","242.70322","free","Seattle-Tacoma-Bellevue, WA","Arch Enemy","Symphony Of Destruction"
"8","Kaylee","Summers","F","3","532","308.34893","free","Phoenix-Mesa-Scottsdale, AZ","Johnny Cash with The Carter Family The Statler Brothers & Carl Perkins","Closing Medley: Folsom Prison Blues/I Walk The Line/Ring Of Fire/The Rebel - Johnny Yuma"
"76","Jayden","Duffy","F","3","640","302.78485","free","Seattle-Tacoma-Bellevue, WA","Fischer-Z","So Long"
"26","Ryan","Smith","M","0","660","243.04281","free","San Jose-Sunnyvale-Santa Clara, CA","Vampire Weekend","The Kids Dont Stand A Chance (Album)"
"26","Ryan","Smith","M","1","660","224.67873","free","San Jose-Sunnyvale-Santa Clara, CA","OneRepublic","Secrets"
"26","Ryan","Smith","M","2","660","261.82485","free","San Jose-Sunnyvale-Santa Clara, CA","Mariah Carey","Bye Bye"
"101","Jayden","Fox","M","0","647","178.6771","free","New Orleans-Metairie, LA","Thyrfing","Vargavinter"
"101","Jayden","Fox","M","1","647","215.562","free","New Orleans-Metairie, LA","Avril Lavigne","Alice"
"101","Jayden","Fox","M","2","647","186.48771","free","New Orleans-Metairie, LA","Nirvana","Breed"
"86","Aiden","Hess","M","0","642","290.11546","free","La Crosse-Onalaska, WI-MN","Soundgarden","Burden In My Hand"
"101","Jayden","Fox","M","4","647","302.05342","free","New Orleans-Metairie, LA","Angels and Airwaves","The Gift"
"86","Aiden","Hess","M","1","642","185.99138","free","La Crosse-Onalaska, WI-MN","Pedro Aznar","A Primera Vista"
"101","Jayden","Fox","M","5","647","175.67302","free","New Orleans-Metairie, LA","Something Happens","Inviral Love"
"50","Ava","Robinson","F","0","653","209.60608","free","New Haven-Milford, CT","Kate Ryan","La Promesse (Radio Version)"
"36","Matthew","Jones","M","0","461","198.21669","paid","Janesville-Beloit, WI","Paramore","Let The Flames Begin (Album Version)"
"36","Matthew","Jones","M","1","461","143.25506","paid","Janesville-Beloit, WI","The RH Factor","Crazy Race"
"90","Andrea","Butler","F","0","148","58.87955","free","Pensacola-Ferry Pass-Brent, FL","Thousand Foot Krutch","The Invitation"
"36","Matthew","Jones","M","2","461","267.51955","paid","Janesville-Beloit, WI","Fey","Aire"
"36","Matthew","Jones","M","3","461","201.63873","paid","Janesville-Beloit, WI","Drowning Pool","Bodies"
"36","Matthew","Jones","M","4","461","266.47465","paid","Janesville-Beloit, WI","The Postal Service","Such Great Heights"
"36","Matthew","Jones","M","5","461","211.722","paid","Janesville-Beloit, WI","Beastie Boys","Unite (2009 Digital Remaster)"
"97","Kate","Harrell","F","0","633","236.79955","paid","Lansing-East Lansing, MI","Jamie Cullum","Love Ain't Gonna Let You Down"
"36","Matthew","Jones","M","6","461","240.03873","paid","Janesville-Beloit, WI","Ours","Fallen Souls"
"97","Kate","Harrell","F","1","633","214.67383","paid","Lansing-East Lansing, MI","Justin Bieber","One Time"
"36","Matthew","Jones","M","7","461","196.72771","paid","Janesville-Beloit, WI","Kings Of Leon","Pistol Of Fire"
"97","Kate","Harrell","F","2","633","57.15546","paid","Lansing-East Lansing, MI","Absu","Twix Yesterday_ the Day & the Morrow"
"97","Kate","Harrell","F","3","633","329.24689","paid","Lansing-East Lansing, MI","Bon Iver","Blindsided"
"97","Kate","Harrell","F","4","633","130.95138","paid","Lansing-East Lansing, MI","O'Death","Gas Can Row"
"97","Kate","Harrell","F","5","633","227.39546","paid","Lansing-East Lansing, MI","Enya","Wild Child"
"36","Matthew","Jones","M","9","461","298.13506","paid","Janesville-Beloit, WI","Radiohead","Let Down"
"97","Kate","Harrell","F","6","633","165.58975","paid","Lansing-East Lansing, MI","Julie London","Get Set For The Blues"
"36","Matthew","Jones","M","10","461","257.17506","paid","Janesville-Beloit, WI","Mindy Smith","Jolene (Bonus Track)"
"97","Kate","Harrell","F","7","633","395.88526","paid","Lansing-East Lansing, MI","Rogue Wave","Harmonium"
"36","Matthew","Jones","M","11","461","229.77261","paid","Janesville-Beloit, WI","zebrahead","Wake Me Up"
"97","Kate","Harrell","F","8","633","224.57424","paid","Lansing-East Lansing, MI","Faudel","Mon Pays"
"36","Matthew","Jones","M","12","461","324.10077","paid","Janesville-Beloit, WI","St. Vincent","Just The Same But Brand New"
"97","Kate","Harrell","F","9","633","201.87383","paid","Lansing-East Lansing, MI","Frankie Valli","Grease (LP Version)"
"36","Matthew","Jones","M","13","461","124.05506","paid","Janesville-Beloit, WI","The Housemartins","He Ain't Heavy_ He's My Brother"
"97","Kate","Harrell","F","10","633","300.14649","paid","Lansing-East Lansing, MI","RÃÂ¶yksopp","What Else Is There?"
"50","Ava","Robinson","F","0","667","181.86404","free","New Haven-Milford, CT","Eagles","Earlybird (LP Version)"
"36","Matthew","Jones","M","14","461","363.41506","paid","Janesville-Beloit, WI","David Arkenstone","Waterfall (Spirit Of The Rainforest Album Version)"
"97","Kate","Harrell","F","11","633","286.24934","paid","Lansing-East Lansing, MI","Metric","Help I'm Alive"
"36","Matthew","Jones","M","15","461","161.27955","paid","Janesville-Beloit, WI","BMX Bandits","Mailbox"
"97","Kate","Harrell","F","12","633","240.37832","paid","Lansing-East Lansing, MI","Hot Chip","Beach Party"
"97","Kate","Harrell","F","13","633","285.41342","paid","Lansing-East Lansing, MI","Justice","Phantom Part 1.5 (Album Version)"
"97","Kate","Harrell","F","14","633","197.90322","paid","Lansing-East Lansing, MI","The Pussycat Dolls","I'm Done"
"97","Kate","Harrell","F","15","633","259.23873","paid","Lansing-East Lansing, MI","N.E.R.D.","Rock Star"
"36","Matthew","Jones","M","18","461","261.72036","paid","Janesville-Beloit, WI","Eminem","Evil Deeds"
"97","Kate","Harrell","F","16","633","455.52281","paid","Lansing-East Lansing, MI","Guns N' Roses","Sympathy For The Devil"
"36","Matthew","Jones","M","19","461","252.23791","paid","Janesville-Beloit, WI","Leon Jackson","When You Believe"
"36","Matthew","Jones","M","20","461","219.79383","paid","Janesville-Beloit, WI","Drowning Pool","Hate"
"97","Kate","Harrell","F","17","633","194.55955","paid","Lansing-East Lansing, MI","Michael BublÃÂ©","Can't Buy Me Love (Album Version)"
"36","Matthew","Jones","M","22","461","201.79546","paid","Janesville-Beloit, WI","Kings Of Leon","Revelry"
"97","Kate","Harrell","F","18","633","184.89424","paid","Lansing-East Lansing, MI","Theory Of A Deadman","Say Goodbye (Album Version)"
"97","Kate","Harrell","F","21","633","147.30404","paid","Lansing-East Lansing, MI","Dashboard Confessional","The Good Fight"
"36","Matthew","Jones","M","24","461","239.90812","paid","Janesville-Beloit, WI","Future Rock","Gears"
"97","Kate","Harrell","F","22","633","306.20689","paid","Lansing-East Lansing, MI","The Cinematic Orchestra feat. Lou Rhodes","Music Box"
"36","Matthew","Jones","M","25","461","300.14649","paid","Janesville-Beloit, WI","The Police","Walking On The Moon"
"97","Kate","Harrell","F","23","633","214.93506","paid","Lansing-East Lansing, MI","Black Eyed Peas","Pump It"
"36","Matthew","Jones","M","26","461","1001.74322","paid","Janesville-Beloit, WI","The Mars Volta","Tetragrammaton"
"26","Ryan","Smith","M","1","663","462.07955","free","San Jose-Sunnyvale-Santa Clara, CA","Crayons","There You Go"
"97","Kate","Harrell","F","24","633","59.66322","paid","Lansing-East Lansing, MI","Dear Nora","Give Me Some Of Yr Love"
"97","Kate","Harrell","F","25","633","238.78485","paid","Lansing-East Lansing, MI","Lil Scrappy","Like Me (Amended Version)"
"97","Kate","Harrell","F","26","633","266.73587","paid","Lansing-East Lansing, MI","Escape The Fate","This War Is Ours (The Guillotine II)"
"24","Layla","Griffin","F","0","407","238.15791","paid","Lake Havasu City-Kingman, AZ","Travis","Side"
"26","Ryan","Smith","M","2","663","188.55138","free","San Jose-Sunnyvale-Santa Clara, CA","The xx","Basic Space"
"97","Kate","Harrell","F","27","633","245.02812","paid","Lansing-East Lansing, MI","HÃÂ©roes del Silencio","Parasiempre"
"24","Layla","Griffin","F","1","407","444.05506","paid","Lake Havasu City-Kingman, AZ","Crosby_ Stills & Nash","Suite: Judy Blue Eyes [Remastered LP Version]"
"97","Kate","Harrell","F","28","633","142.78485","paid","Lansing-East Lansing, MI","Bad Brains","No Conditions"
"36","Matthew","Jones","M","27","461","214.22975","paid","Janesville-Beloit, WI","James Taylor","Secret O' Life"
"97","Kate","Harrell","F","29","633","216.76363","paid","Lansing-East Lansing, MI","Train","Hey_ Soul Sister"
"24","Layla","Griffin","F","2","407","131.3171","paid","Lake Havasu City-Kingman, AZ","Florence + The Machine","Kiss With A Fist"
"36","Matthew","Jones","M","28","461","131.23873","paid","Janesville-Beloit, WI","Veggie Tales (Veggie Tunes)","King Darius Suite (LP Version)"
"97","Kate","Harrell","F","30","633","195.94404","paid","Lansing-East Lansing, MI","Alliance Ethnik","SinceritÃÂ© Et Jalousie"
"24","Layla","Griffin","F","3","407","164.25751","paid","Lake Havasu City-Kingman, AZ","Minnie Riperton","Seeing You This Way"
"36","Matthew","Jones","M","29","461","159.55546","paid","Janesville-Beloit, WI","Weezer","Buddy Holly"
"97","Kate","Harrell","F","31","633","257.20118","paid","Lansing-East Lansing, MI","Warrior King","Baby Don't Worry"
"36","Matthew","Jones","M","30","461","244.08771","paid","Janesville-Beloit, WI","Colbie Caillat","Realize"
"24","Layla","Griffin","F","4","407","174.75873","paid","Lake Havasu City-Kingman, AZ","Passion Pit","Sleepyhead"
"24","Layla","Griffin","F","6","407","169.58649","paid","Lake Havasu City-Kingman, AZ","Tilly & The Wall","Pot Kettle Black"
"97","Kate","Harrell","F","32","633","241.6322","paid","Lansing-East Lansing, MI","John Mayer","Back To You"
"36","Matthew","Jones","M","31","461","344.78975","paid","Janesville-Beloit, WI","The Killers","Everything Will Be Alright"
"24","Layla","Griffin","F","7","407","235.20608","paid","Lake Havasu City-Kingman, AZ","The Morning Benders","Wet Cement"
"97","Kate","Harrell","F","33","633","186.122","paid","Lansing-East Lansing, MI","Bon Iver","Creature Fear"
"24","Layla","Griffin","F","8","407","281.5473","paid","Lake Havasu City-Kingman, AZ","Kelly Clarkson","Already Gone"
"36","Matthew","Jones","M","32","461","284.96934","paid","Janesville-Beloit, WI","Children Of Bodom","Hate me !"
"97","Kate","Harrell","F","34","633","191.76444","paid","Lansing-East Lansing, MI","The Black Keys","Howlin For You"
